Game Hit,Hit Created At,Hit ID,ExitSpeed (KMH),Angle,Direction,SpinRate,Distance (Meters),Spin Direction,ContactPositionX (CM),ContactPositionY (CM),Left Hand Total Spin,Left Hand Spin Direction,Right Hand Total Spin,Right Hand Spin Direction,Hitter First Name,,Device Serial Number,Flagged
30,01-24-2026 03:16,1769224594,133.7,-1,0,0,12,4:42,0,0,1156,4:42,1156,4:42,大内,Shintaro,MTD-22119CB2427,FALSE
29,01-24-2026 03:16,1769224583,123.3,26,-17,0,74,11:18,0,0,588,11:18,588,11:18,大内,Shintaro,MTD-22119CB2427,FALSE
28,01-24-2026 03:15,1769224553,141.6,15,5,0,66,1:40,0,0,3139,1:40,3139,1:40,岡西,Asahi,MTD-22119CB2427,FALSE
27,01-24-2026 03:15,1769224526,114.5,32,-3,0,73,12:18,0,0,2271,12:18,2271,12:18,岡西,Asahi,MTD-22119CB2427,FALSE
26,01-24-2026 03:14,1769224499,133.8,19,-8,0,70,12:02,0,0,1754,12:02,1754,12:02,岡西,Asahi,MTD-22119CB2427,FALSE
25,01-24-2026 03:14,1769224458,123.2,24,13,0,71,1:22,0,0,1593,1:22,1593,1:22,岡西,Asahi,MTD-22119CB2427,FALSE
24,01-24-2026 03:13,1769224412,126.3,23,0,0,74,12:40,0,0,2171,12:40,2171,12:40,岡西,Asahi,MTD-22119CB2427,FALSE
23,01-24-2026 03:10,1769224257,120.3,35,1,0,80,12:30,0,0,1655,12:30,1655,12:30,髙橋海,Unknown,MTD-22119CB2427,FALSE
22,01-24-2026 03:10,1769224238,123.2,43,17,0,84,12:54,0,0,854,12:54,854,12:54,髙橋海,Unknown,MTD-22119CB2427,FALSE
21,01-24-2026 03:10,1769224227,151,34,-29,0,108,10:48,0,0,1274,10:48,1274,10:48,髙橋海,Unknown,MTD-22119CB2427,FALSE
20,01-24-2026 03:10,1769224217,140.9,20,7,0,81,1:18,0,0,2745,1:18,2745,1:18,髙橋海,Unknown,MTD-22119CB2427,FALSE
19,01-24-2026 03:09,1769224199,163,3,5,0,37,3:12,0,0,3001,3:12,3001,3:12,髙橋海,Unknown,MTD-22119CB2427,FALSE
18,01-24-2026 03:09,1769224189,138.8,27,-25,0,90,10:46,0,0,3365,10:46,3365,10:46,髙橋海,Unknown,MTD-22119CB2427,FALSE
17,01-24-2026 03:09,1769224179,127.1,28,-8,0,81,12:02,0,0,3245,12:02,3245,12:02,髙橋海,Unknown,MTD-22119CB2427,FALSE
16,01-24-2026 03:08,1769224100,96.8,32,-60,0,57,9:42,0,0,1171,9:42,1171,9:42,髙橋海,Unknown,MTD-22119CB2427,FALSE
15,01-24-2026 03:07,1769224074,158.7,11,-3,0,67,1:24,0,0,2782,1:24,2782,1:24,寺尾,Kenta,MTD-22119CB2427,FALSE
14,01-24-2026 03:07,1769224064,152.7,11,0,0,66,1:44,0,0,2536,1:44,2536,1:44,寺尾,Kenta,MTD-22119CB2427,FALSE
13,01-24-2026 03:07,1769224021,156.3,-6,-28,0,6,7:18,0,0,568,7:18,568,7:18,寺尾,Kenta,MTD-22119CB2427,FALSE
12,01-24-2026 03:06,1769224012,150.9,25,-3,0,98,12:28,0,0,1837,12:28,1837,12:28,寺尾,Kenta,MTD-22119CB2427,FALSE
11,01-24-2026 03:06,1769223962,146.7,10,-34,0,56,8:46,0,0,2358,8:46,2358,8:46,寺尾,Kenta,MTD-22119CB2427,FALSE
10,01-24-2026 03:05,1769223953,132.6,18,9,0,69,1:32,0,0,1706,1:32,1706,1:32,寺尾,Kenta,MTD-22119CB2427,FALSE
9,01-24-2026 03:05,1769223915,148.7,7,2,0,44,2:42,0,0,2002,2:42,2002,2:42,德丸,Shintaro,MTD-22119CB2427,FALSE
8,01-24-2026 03:04,1769223889,129.4,36,34,0,91,1:26,0,0,1996,1:26,1996,1:26,德丸,Shintaro,MTD-22119CB2427,FALSE
7,01-24-2026 03:04,1769223842,132.7,13,40,0,56,2:18,0,0,1926,2:18,1926,2:18,德丸,Shintaro,MTD-22119CB2427,FALSE
6,01-24-2026 03:03,1769223798,138.5,26,-4,0,87,12:18,0,0,3377,12:18,3377,12:18,德丸,Shintaro,MTD-22119CB2427,FALSE
5,01-24-2026 03:02,1769223768,142.6,23,0,0,87,12:46,0,0,3101,12:46,3101,12:46,佐藤寛,Asahi,MTD-22119CB2427,FALSE
4,01-24-2026 03:02,1769223722,133.3,24,-15,0,84,11:20,0,0,2801,11:20,2801,11:20,佐藤寛,Asahi,MTD-22119CB2427,FALSE
3,01-24-2026 03:01,1769223714,142.8,13,-3,0,61,1:14,0,0,1011,1:14,1011,1:14,佐藤寛,Asahi,MTD-22119CB2427,FALSE
2,01-24-2026 03:01,1769223705,126,15,14,0,57,1:54,0,0,1771,1:54,1771,1:54,佐藤寛,Asahi,MTD-22119CB2427,FALSE
1,01-24-2026 03:01,1769223696,142.5,17,-15,0,72,11:00,0,0,2130,11:00,2130,11:00,佐藤寛,Asahi,MTD-22119CB2427,FALSE
