Game Hit,Hit Created At,Hit ID,ExitSpeed (KMH),Angle,Direction,SpinRate,Distance (Meters),Spin Direction,ContactPositionX (CM),ContactPositionY (CM),Left Hand Total Spin,Left Hand Spin Direction,Right Hand Total Spin,Right Hand Spin Direction,Hitter First Name,Hitter Last Name,Device Serial Number,Flagged
151,01-31-2026 03:46,1769831164,135.1,23,-22,0,80,10:40,0,0,1616.00000,10:40,1616.00000,10:40,寺尾,Shintaro,MTD-22119CB2427,FALSE
150,01-31-2026 03:45,1769831155,135.3,40,-27,0,96,11:6,0,0,901.00000,11:6,901.00000,11:6,寺尾,Shintaro,MTD-22119CB2427,FALSE
149,01-31-2026 03:45,1769831124,128.3,21,2,0,72,12:58,0,0,2301.00000,12:58,2301.00000,12:58,寺尾,Shintaro,MTD-22119CB2427,FALSE
148,01-31-2026 03:45,1769831114,143.6,21,-32,0,84,9:54,0,0,952.00000,9:54,952.00000,9:54,寺尾,Shintaro,MTD-22119CB2427,FALSE
147,01-31-2026 03:44,1769831097,140.9,1,-23,0,24,7:44,0,0,1291.00000,7:44,1291.00000,7:44,寺尾,Shintaro,MTD-22119CB2427,FALSE
146,01-31-2026 03:44,1769831061,144.4,0,4,0,20,3:48,0,0,3070.00000,3:48,3070.00000,3:48,寺尾,Shintaro,MTD-22119CB2427,FALSE
145,01-31-2026 03:44,1769831043,135.6,29,-28,0,90,10:42,0,0,3288.00000,10:42,3288.00000,10:42,寺尾,Shintaro,MTD-22119CB2427,FALSE
144,01-31-2026 03:43,1769830998,104.8,46,13,0,66,12:44,0,0,1039.00000,12:44,1039.00000,12:44,寺尾,Shintaro,MTD-22119CB2427,FALSE
143,01-31-2026 03:43,1769830990,119.3,45,-23,0,80,11:22,0,0,1785.00000,11:22,1785.00000,11:22,寺尾,Shintaro,MTD-22119CB2427,FALSE
142,01-31-2026 03:43,1769830981,121.1,31,6,0,78,12:48,0,0,1415.00000,12:48,1415.00000,12:48,寺尾,Shintaro,MTD-22119CB2427,FALSE
141,01-31-2026 03:42,1769830973,118.7,17,-6,0,55,12:20,0,0,3197.00000,12:20,3197.00000,12:20,寺尾,Shintaro,MTD-22119CB2427,FALSE
140,01-31-2026 03:42,1769830955,142.3,15,17,0,67,2:0,0,0,617.00000,2:0,617.00000,2:0,井櫻,Takuya,MTD-22119CB2427,FALSE
139,01-31-2026 03:41,1769830916,124.9,24,0,0,73,12:44,0,0,3170.00000,12:44,3170.00000,12:44,井櫻,Takuya,MTD-22119CB2427,FALSE
138,01-31-2026 03:41,1769830880,140.1,12,6,0,60,1:54,0,0,2519.00000,1:54,2519.00000,1:54,井櫻,Takuya,MTD-22119CB2427,FALSE
137,01-31-2026 03:41,1769830863,131.5,17,35,0,64,2:6,0,0,2562.00000,2:6,2562.00000,2:6,井櫻,Takuya,MTD-22119CB2427,FALSE
136,01-31-2026 03:40,1769830855,132.4,7,19,0,38,2:36,0,0,1395.00000,2:36,1395.00000,2:36,井櫻,Takuya,MTD-22119CB2427,FALSE
135,01-31-2026 03:40,1769830846,138.6,20,25,0,78,1:50,0,0,2159.00000,1:50,2159.00000,1:50,井櫻,Takuya,MTD-22119CB2427,FALSE
134,01-31-2026 03:40,1769830837,131.1,21,-1,0,75,12:42,0,0,785.00000,12:42,785.00000,12:42,井櫻,Takuya,MTD-22119CB2427,FALSE
133,01-31-2026 03:40,1769830820,134.1,20,5,0,74,1:14,0,0,1481.00000,1:14,1481.00000,1:14,井櫻,Takuya,MTD-22119CB2427,FALSE
132,01-31-2026 03:40,1769830811,117.9,37,-13,0,79,11:44,0,0,1764.00000,11:44,1764.00000,11:44,井櫻,Takuya,MTD-22119CB2427,FALSE
131,01-31-2026 03:40,1769830803,133.7,28,-14,0,86,11:36,0,0,2582.00000,11:36,2582.00000,11:36,井櫻,Takuya,MTD-22119CB2427,FALSE
130,01-31-2026 03:39,1769830761,131.7,38,-31,0,91,10:52,0,0,571.00000,10:52,571.00000,10:52,壽田,Asahi,MTD-22119CB2427,FALSE
129,01-31-2026 03:39,1769830751,137.5,1,-7,0,20,5:34,0,0,1433.00000,5:34,1433.00000,5:34,壽田,Asahi,MTD-22119CB2427,FALSE
128,01-31-2026 03:38,1769830731,147.8,1,-15,0,22,7:6,0,0,1844.00000,7:6,1844.00000,7:6,壽田,Asahi,MTD-22119CB2427,FALSE
127,01-31-2026 03:37,1769830679,140.8,24,1,0,88,12:46,0,0,2249.00000,12:46,2249.00000,12:46,壽田,Asahi,MTD-22119CB2427,FALSE
126,01-31-2026 03:37,1769830669,145.2,6,6,0,39,2:46,0,0,2231.00000,2:46,2231.00000,2:46,壽田,Asahi,MTD-22119CB2427,FALSE
125,01-31-2026 03:37,1769830633,143.0,17,-8,0,74,12:4,0,0,1807.00000,12:4,1807.00000,12:4,壽田,Asahi,MTD-22119CB2427,FALSE
124,01-31-2026 03:36,1769830617,149.1,12,12,0,64,2:6,0,0,1466.00000,2:6,1466.00000,2:6,壽田,Asahi,MTD-22119CB2427,FALSE
123,01-31-2026 03:36,1769830600,138.2,16,20,0,69,1:56,0,0,2745.00000,1:56,2745.00000,1:56,壽田,Asahi,MTD-22119CB2427,FALSE
122,01-31-2026 03:36,1769830582,129.1,34,-2,0,88,12:22,0,0,2834.00000,12:22,2834.00000,12:22,三戸,Shuto,MTD-22119CB2427,FALSE
121,01-31-2026 03:35,1769830533,139.9,30,-23,0,93,10:58,0,0,1728.00000,10:58,1728.00000,10:58,三戸,Shuto,MTD-22119CB2427,FALSE
120,01-31-2026 03:35,1769830524,147.4,17,36,0,77,2:8,0,0,888.00000,2:8,888.00000,2:8,三戸,Shuto,MTD-22119CB2427,FALSE
119,01-31-2026 03:34,1769830492,128.8,47,3,0,88,12:24,0,0,1432.00000,12:24,1432.00000,12:24,三戸,Shuto,MTD-22119CB2427,FALSE
118,01-31-2026 03:34,1769830484,135.1,10,17,0,49,2:22,0,0,569.00000,2:22,569.00000,2:22,三戸,Shuto,MTD-22119CB2427,FALSE
117,01-31-2026 03:34,1769830469,131.3,10,24,0,46,2:26,0,0,2551.00000,2:26,2551.00000,2:26,三戸,Shuto,MTD-22119CB2427,FALSE
116,01-31-2026 03:32,1769830322,113.5,6,16,0,29,2:42,0,0,907.00000,2:42,907.00000,2:42,小室,Shintaro,MTD-22119CB2427,FALSE
115,01-31-2026 03:30,1769830259,117.7,0,2,0,17,4:8,0,0,1732.00000,4:8,1732.00000,4:8,小室,Shintaro,MTD-22119CB2427,FALSE
